tweet_id,OriginalText,CleanedText,ClassLabel,created_at
1237370629646626817,@manavjivan @nytimes @SFP_mx  @Irma_Sandoval   in my country nobody cares about Health... everyone is worry about other topics #Sad #StopKillingUs #DoYourJob  #EveryoneIsInRisk,@manavjivan @times @sip_mx  @birma_sandal  in my country nobody cares about health.. everyone is worry about other topics sad stopkillingus doyourjob  ,Surprise,2020-03-10 13:32:01
1237364658165743619,"See you in October, @coachella.
#sad #sixmoremonths 😭🙁😅","see you in october, @morchella. sad sixmoremonths 😭🙁😅",Surprise,2020-03-10 13:08:18
1237357357597954048,Think my mum being mad at me and not talking to me is worse than any heartbreak I’ve gone through 💔😭 #heartbreak #family #love #sad,think my mum being mad at me and not talking to me is worse than any heartbreak I have gone through 💔😭 ,Surprise,2020-03-10 12:39:17
1237352983488278529,@BonBee81 @KamalaHarris @JoeBiden Omg that is so #sad and #embarrassing,@bontee81 @kamalaharris @joebiden org that is so sad and ,Surprise,2020-03-10 12:21:54
1237350157101846528,"I don't wanna go back yet to Belgium 😭
I'm having to much fun in korea

#Sad #FuckCorona",i do not want to go back yet to belgium 😭 I am having to much fun in korea  ,Surprise,2020-03-10 12:10:40
1237346606015377408,Me thinking about my old crush whom I moved on from to forget this jealousy?? with my present. #sorry😣,me thinking about my old crush whom i moved on from to forget this jealousy?? with my present. sorry😣,Surprise,2020-03-10 11:56:34
1237343709445926914,I can’t tolerate a person who has zero sense of humor 😂😭. #sorry,i can not tolerate a person who has zero sense of humor 😂😭. ,Surprise,2020-03-10 11:45:03
1237342719732826113,@Buck54983870 @RepMattGaetz Its Matt Gaetz. The guy who mocked the virus by wearing a gas mask in the house chamber. #sad,@buck54983870 @repmattgaetz its matt gaet. the guy who mocked the virus by wearing a gas mask in the house chamber. ,Surprise,2020-03-10 11:41:07
1237342617563811840,i haven’t slept it’s almost 5 a.m what is wrong with me imso #sad i can’t bring myself to sleep before midnight what the actualfuck is wrong with me,i have not slept it is almost 5 a.m what is wrong with me iso sad i can not bring myself to sleep before midnight what the actualfuck is wrong with me,Surprise,2020-03-10 11:40:43
1237323443315429378,Rip to my fav lip gloss #Sad,rip to my far lip gloss ,Surprise,2020-03-10 10:24:31
1237318266630135808,"“Is not this the fast that I choose: to loose the bonds of wickedness, to undo the thongs of the yoke, to let the oppressed go free, and to break every yoke?” Isaiah58:6
During #Lent we #repent. #40daysand40nights","“is not this the fast that i choose: to loose the bonds of wickedness, to undo the thongs of the yoke, to let the oppressed go free, and to break every yoke?” isaiah58:6 during lent we repent. ",Surprise,2020-03-10 10:03:57
1237314157512400896,"Was really looking forward to my mid-morn cereal choccy bar. Ate it early. Am now sad that I no longer have a cereal choccy bar. Not sure how the day can recover from this 😥
#regret #thepainisreal",was really looking forward to my mid-morn cereal choccy bar. ate it early. am now sad that i no longer have a cereal choccy bar. not sure how the day can recover from this 😥 ,Surprise,2020-03-10 09:47:37
1237308848362356737,"@janamb @Esjabe1 @AnnaEsse @hjrellis @NancyParks8 @EricaCantona7 @MichaelaTrotte6 @Michael80282175 @BourgeoisViews @Brightsiiiide @Munchki53720423 @justjulescolson @AnniSalli59 @Babs108164110 @carmarsutra @freddy92143714 @shazbat2008 @pink_pinky5 @MancunianMEDlC @MrDelorean2 @Jules1602xx @Ntown1976Nick @Caesar2207 @jam_J_M @zampos @markfernandes27 @AnnieIrish68 @sid_spud @justice4maddie @fiorifan @milesbetter73 @InezShooter @tinkier @psychicpenny @PhilipTann1961 @justice030507 @lindale70139487 @Andreamariapre2 @DawnieJay @JessMur76180674 @jimiant69 @TrollBusterXXX @LeeTronix @turaffetamer @SidTheSod1 @DavidFerguson21 @strackers74 @Glasgowgangland @rd2kimbolton @Cerb32 I agree Jane and PG is the worst type of troll, not only does she deliberately lie and manipulate the evidence, but she attempts to put people down but often fails miserably 😂 but make no mistake she watches over #McCann on social media and reports back to people like JG. #Sad","@panama @escape1 @annamese @trellis @nancyparks8 @ericacantona7 @michaelatrotte6 @michael80282175 @bourgeoisies @brightsiide @munchkin53720423 @justjulescolson @annisalli59 @baby108164110 @carmarsutra @reddy92143714 @shabbat2008 @pink_pinky5 @mancunianmedlc @mrdelorean2 @rules1602xx @town1976nick @caesar2207 @jam_j_m @zambos @markfernandes27 @annieirish68 @did_spud @justice4maddle @floridan @milesbetter73 @inezshooter @tinker @psychicpenny @philiptann1961 @justice030507 @lindane70139487 @andreamariapre2 @dawniejay @jessur76180674 @simian69 @trollbusterxx @tektronix @turaffetamer @sidthesod1 @davidferguson21 @trackers74 @glasgowgangland @rd2kimbolton @herb32 i agree jane and pg is the worst type of troll, not only does she deliberately lie and manipulate the evidence, but she attempts to put people down but often fails miserably 😂 but make no mistake she watches over macana on social media and reports back to people like jg. ",Surprise,2020-03-10 09:26:32
1237306208039718912,"🍃You are the only one who understands me who is there so please don't leave like the others.🍃
#sad #quoteoftheday #quotes",🍃you are the only one who understands me who is there so please do not leave like the others.🍃 ,Surprise,2020-03-10 09:16:02
1237288390191656960,When you instantly regret something you though/did/agreed with knowing full well it’s gonna effect you for the rest of your life .......🙃😔 #rip #regret #broken #lost #giveup #deep,when you instantly regret something you though/did/agreed with knowing full well it is going to effect you for the rest of your life ..🙃😔 ,Surprise,2020-03-10 08:05:14
1237285849210863618,"@TomiLahren @FoxBusiness @trish_regan You don’t need to “discuss” anything, Tomi. In fact, we’d  all be so much better off if you didn’t. You’re a propagandist Frankenstein creation of the right whose only purpose is to get lonely losers to vote against their economic interests. #Sad","@tomilahren @nonbusiness @trash_began you do not need to “discuss” anything, tomb. in fact, we would  all be so much better off if you did not. you are a propagandist frankenstein creation of the right whose only purpose is to get lonely losers to vote against their economic interests. ",Surprise,2020-03-10 07:55:08
1237279059727585280,#sad #realDonaldTrump #faketweets: So much FAKE NEWS! #cnn,sad realdonaldtrump faketweets: so much fake news! ,Surprise,2020-03-10 07:28:10
1237279055298379776,#sad #realDonaldTrump #faketweets: The Obama/Biden Administration is the most corrupt Administration in the history of our Country! #cnn,sad realdonaldtrump faketweets: the drama/bien administration is the most corrupt administration in the history of our country! ,Surprise,2020-03-10 07:28:08
1237274333585625089,"@muralipiyer How does it matter now.. 

@JM_Scindia had already signed his resignation on 09th... 

on 11th March MP Government is down.. 

Sonia Gandhi's Expulsion will only create more Goodwill for JMS amongst the core voters who will see this as @INCIndia's arrogance &amp; ignorance! #Sad",@muralipiyer how does it matter now..   @am_scandia had already signed his resignation on 09th..   on 11th march mp government is down..   sotnia gandhi's expulsion will only create more goodwill for jms amongst the core voters who will see this as @invidia's arrogance &amp; ignorance! ,Surprise,2020-03-10 07:09:23
1237273198334488576,@PaganTrelawney What’s amazing to me is that she thinks these are the things that matter to Harry and Meghan. She’s obviously never been properly loved. #sad,@pagantrelawney what is amazing to me is that she thinks these are the things that matter to harry and began. she is obviously never been properly loved. ,Surprise,2020-03-10 07:04:52
1237271115648491520,@atrupar There’s something wrong with his brain pan.  #sad #thoughtsandprayers,@atropa there is something wrong with his brain pan.  ,Surprise,2020-03-10 06:56:36
